name,frequency,mean_age
NAZHA,498,34.2
SINFOROSA,498,70.5
CARMEN JESUS,497,48.5
LAVINIA,497,27.8
RACHEL,497,30.4
HEIDI,496,38.9
IMMA,496,39.8
JAVIERA,496,66.7
MARIANNA,496,33.5
OUMAYMA,496,11.8
ZULIMA,496,48.1
ANA LOURDES,495,40.9
DEMELSA,494,32
GHEORGHITA,494,46.5
MAGALY,494,42.1
ESPERANÇA,492,52.6
MARIA LORENZA,491,58.5
DESISLAVA,490,28.9
MARIA JESSICA,490,32
MARICELA,490,39.9
EUDOSIA,489,73.6
OUARDA,489,29.2
ELAIA,488,6.7
GABRIELE,488,50.5
LI,488,34.5
MARTA PILAR,488,33.7
ILDA,487,57.8
MARIA ELISABETH,487,42.7
MARLEN,487,32.5
MARTA BEATRIZ,487,45.1
NADYA,487,27.4
PEPA,487,28.6
GADOR,486,50.3
ILIANA,486,33.8
MARIA BELINDA,486,43.7
RIHAB,486,7.1
YOUSSRA,486,14.7
JACKELINE,485,31.9
LUCY,485,39.5
MARAVILLA,485,55.3
TRINITAT,485,69.2
HELENA MARIA,484,33.4
LUCIA ISABEL,484,31.6
MARIA TEODORA,484,52.5
PATRICIA CARMEN,484,34
CARMEN LAURA,483,31.6
LIRIA,483,52
ISABEL ROSA,482,54.5
GABRIELA MARIA,481,26.9
MURIEL,481,27.9
RENATE,481,65.4
FRANCISCA DOLORES,480,54.1
MARIA ELISABET,480,37.6
SUSANA BEATRIZ,480,49.4
LEYLA,479,19.2
TAMIMOUNT,479,46
ABILIA,478,74.9
NAYADE,478,15.4
SAFA,478,8.1
CLAUDIA ANDREA,477,34
FAUSTA,477,72
ISABELLE,477,42.6
TATYANA,477,39.9
JULIA ISABEL,476,42.5
MARUJA,476,62.5
RUBI,476,12.5
BLANCA ISABEL,475,41.2
BERTHA,474,44.7
CARMEN MERCEDES,474,50.2
CIRA,474,40.1
ISABEL PILAR,474,47.1
CARMEN ALICIA,473,45.2
AMABLE,472,72.3
EMANUELA,472,29.9
HANA,472,22
JANINA,472,36.3
MARIA DIANA,472,37.1
KATYA,471,33.2
WAFAE,471,21.6
ORIANA,470,13.9
MARIA PALMA,469,45.1
PASION,469,62.2
IANIRE,468,25.5
MARGARITA ROSA,468,53.6
MARIA APARECIDA,468,47.3
MELODIA,468,23.5
MARINA ISABEL,467,40.3
PILAR CARMEN,467,52.3
DARA,466,17.5
FADWA,466,17.3
JANNA,466,11
MIRTA,466,43.7
NICANORA,466,72.4
PAULE,466,9.1
SACRAMENTOS,466,62
NOUHAILA,465,12.1
ANTONIA ROSA,464,55.5
MONIQUE,464,54.9
NUR,463,9.2
ANTONIA PILAR,462,52.8
MARTHA ISABEL,462,41.7
MARIA ARRATE,461,56.9
ELIDIA,460,65.9
IONA,460,12.7
MELODI,459,20.4
MILA,459,20.9
TELESFORA,459,73.1
AGUAS SANTAS,458,43.8
CARMEN BEATRIZ,458,39.4
EMELINA,458,64.6
LIGIA,458,45.2
MARIA LIBERTAD,458,45.8
MAGNOLIA,457,45.4
ATHENEA,456,9
CELINE,456,26.5
CLARA INES,456,43.9
DANIELA ALEJANDRA,456,19.3
MARIA FELICITAS,456,61.5
MARIA IDOIA,456,47.6
MARIA NEREA,456,32.9
MARIA VAL,456,48
ICIA,455,8.6
MARIA DULCE,455,54.6
MARIA VILLAR,455,60.5
XINYI,455,9.5
JASONE,454,33.4
MARIA FLORES,454,53.8
ORFELINA,454,71.7
ANA SILVIA,453,42.7
DANIELLE,453,38.2
ELNA,452,5.8
MARIA PAULINA,452,50.6
SILVIYA,452,35.5
ALINA MARIA,451,29.8
ALEIDA,450,37.9
SADIA,450,35.5
SIGRID,450,36.8
JARE,449,3.7
MARICEL,449,39.8
ARAN,448,6.3
MARIA LUNA,448,34.6
VIKTORIA,448,24.7
FRANCISCA ANTONIA,447,56.7
FRANCISCA CARMEN,447,56
MARIA DESEADA,447,38.3
ZALOA,447,26.6
CINTHYA,446,16.9
LUCRETIA,446,46.9
MERIAM,446,17.4
ANABELLA,445,40.1
PAOLA MARIA,445,23.8
MICHELE,444,44.1
ROSA MARGARITA,444,51.1
ROSA MARINA,444,47.9
CARMEN CRISTINA,442,39.2
GHITA,442,30.7
LAURA PATRICIA,442,30.7
TASNIM,442,5.2
ESTELA CARMEN,441,13.2
LILIANA MARIA,441,39.8
MARIA NELLY,440,53.6
MICHAELA,440,36
ROSA ESTHER,440,48.3
ROSA MERCEDES,440,49.5
GENMA,439,35.1
ERMELINDA,438,59.1
MARIA MARTINA,438,56.4
SANDRA LILIANA,438,38.6
YAMILE,438,30.9
GERONIMA,437,68.6
AYNARA,436,7.6
FAOUZIA,436,38.3
MARIA BERNARDA,436,57.8
NORMA BEATRIZ,436,47.9
VIRA,436,49.7
BLESSING,435,28.7
MARIA GRANADA,435,49.1
MARIA SALVADORA,435,54.3
GLORIA CARMEN,434,50.4
MARIA LARA,434,36.6
RAKEL,434,35.1
ROMUALDA,434,68.2
ROSEMARY,434,48.3
TANIT,434,15.2
ZHANNA,434,40.5
ANA GEMA,433,35.7
ANI,432,25
JOYCE,432,51.7
KATHLEEN,432,60.9
MAXIMILIANA,432,72.2
TERESA PILAR,432,52.2
ELIZAVETA,431,19.4
ANA MARINA,430,36.6
LAURA ELENA,430,32.8
MARGARITA ISABEL,430,50
MARIA FLORINDA,430,61.7
AMPARO MARIA,429,43.8
FRANCISCA PILAR,429,54.3
LUCINIA,429,74
ANTONIA CARMEN,428,56.5
CATARINA,428,31.3
GLORIA AMPARO,428,49
MARIA IMMACULADA,428,49.9
ROBLEDO,428,62.4
ANA INES,427,38.9
ANA MARIA CARMEN,427,60.8
HANAA,427,16
TARSILA,427,67.6
AUDREY,426,39.2
UMA,425,7.2
ARGIMIRA,424,73.8
LOUIZA,424,47.4
MONICA BEATRIZ,424,43.8
LUZ MERY,423,47.6
MERY,423,41.8
NAYLA,423,8.7
RAJAA,423,28.7
YOVANA,423,30.5
ANGIE,422,12.8
CLAUDIA MARCELA,422,36.6
OANA,422,28.4
WIDAD,422,17
CIRIACA,421,76.9
MONICA ALEXANDRA,421,34.8
TERESA ISABEL,421,47.8
CLAIRE,420,35
MARIA CIELO,420,42.5
MARY CARMEN,420,46.5
DAIRA,419,8.8
FLORA MARIA,419,49.6
GLORIA ELENA,419,47.9
MARIA OLIMPIA,419,57.1
YOMARA,419,14.1
ESTHER LIDIA,418,43.6
LAURA BEATRIZ,418,36.4
LILA,418,22.4
EILEEN,417,45.6
XANA,417,13.6
JENNIFER MARIA,416,23.6
MARIA GLADYS,416,50.7
ANDREIA,415,30.2
MARIA LUCILA,415,54.1
MONICA ISABEL,415,38.4
EWA,414,41.6
KATRIN,414,32.1
NOHA,414,7.1
PIA,414,39.5
ROMAISA,414,6.1
ANA BEGOÑA,413,44.6
ANA CONCEPCION,413,49
JASMIN,413,20.3
MARIA CANDELA,413,46.5
MARIA SAMPEDRO,413,63.2
MARTA CRISTINA,413,36.9
TERESITA JESUS,413,54.3
CHRISTIANE,412,57.2
NELI,412,43
SERGIA,412,70.5
STEFANIE,412,34
ALTEA,411,14.4
LAURA PILAR,411,30.3
LUZ AMPARO,411,49.2
NILDA,411,48.8
ASUNCION MARIA,410,45.1
ELMA,410,33.8
GISELE,410,29
LETIZIA,410,15.6
MANOLITA,410,67.4
NINO,410,34.9
ROSARIO ISABEL,409,46.5
ELINA,408,36
MARIA JUDITH,408,40.7
CLAUDIA LORENA,407,34.4
EZEQUIELA,407,73.8
MARIA BRIGIDA,407,56.3
ESTER MARIA,406,34.2
GRACE,406,31.4
KARINE,406,39.9
LAZARA,406,64.8
MARIA REMEI,405,57.1
NADEZHDA,405,40.1
ROCIO MARIA,405,28.2
ANDREA CARMEN,404,22.9
EIRE,404,6.6
LLARA,404,8.7
ANA ESMERALDA,403,46.5
CRISTINA PILAR,403,33.2
LUR,402,8.9
MARIA MARAVILLAS,402,54
MARTA LUCIA,402,37.3
PETRUTA,402,38.4
ROSA LUZ,402,50.5
SOLANGE,402,41.1
EVA BELEN,401,36.8
FAYNA,401,26
FRANÇOISE,400,60.6
JOSEFA ROSA,400,57.9
NICOL,400,11.4
ROSANGELA,400,38.7
WAFAA,400,27.9
ANA MANUELA,399,51.5
AURELIANA,399,69.8
HERMITAS,399,70.7
KHEIRA,399,43
SILVIA CRISTINA,399,40.2
AMANCIA,398,73.7
ANTONIA JOSEFA,398,58.8
CARMEN YOLANDA,398,45.3
AOUATIF,397,31
INMACULADA MARIA,397,38.4
JIHANE,397,18.3
STELUTA,397,40.8
LLEDO,396,20
MARIA BALBINA,396,60
MARIA MERCED,395,50.6
NEREA MARIA,395,17.8
ALEXANDRINA,394,45.8
CARMEN CECILIA,394,45.2
NAJWA,394,13.1
ANA KARINA,393,32.4
CONSUELO MARIA,393,47.9
LUCITA,393,65.2
YORDANKA,393,42.1
ANA CLARA,392,33.3
CIARA,392,13.8
ELOISA MARIA,392,42.6
JENNYFER,392,21
JOSEFA TERESA,392,61.8
ROSA MAR,392,42.2
VERA LUCIA,392,41.1
AZAHARA MARIA,391,24.2
ANA LORENA,390,31.9
BALMA,390,13.4
BENJAMINA,390,70.7
DIKRA,390,11.1
BEATRIZ EUGENIA,389,42.5
ELISABETE,389,42.4
MAIMOUNA,389,27.2
MARIA DOMINGA,389,58.7
ORENCIA,389,75.7
MACRINA,388,64.9
SOLEDAD MARIA,388,41
ALSIRA,387,70.8
ELISEA,387,63.7
IDURRE,387,32.9
LARISSA,387,28.2
MARIA SALES,387,49.8
TATIANA MARIA,387,28.7
BERENICE,386,32
CARMEN PATRICIA,386,36.1
DANNA,386,8.1
MARIA MONSERRATE,386,56.9
MARIA VILLA,386,56.8
NARCISA JESUS,386,45.1
DOLORES PILAR,385,54.5
GOIZANE,385,20.6
JIE,385,30.6
LIDIYA,385,50.4
NIEVES ROSA,385,51.2
DAISY,384,37.3
INSAF,384,11.5
INTZA,384,9.1
MARIA RAMOS,384,67.8
ANABELA,383,39.2
ANICA,383,52.5
ANJA,383,38.7
ARWA,383,4.3
CARMEN LUZ,383,46.5
DEOLINDA,383,65.3
LESYA,383,42.2
ROSA MARY,383,48.1
VICTORIA ISABEL,383,34.8
AIMARA,382,14.2
ERIN,381,7.4
JULIET,381,31.5
MARIA ETELVINA,381,59.9
SAIRA,381,18.8
MARIA ADRIANA,380,41.4
MARIA LUCRECIA,380,51.9
MARIA TANIA,380,34.4
MARYEM,380,20.8
ROCIO MAR,380,30
TARA,380,23.4
ALICIA CARMEN,379,41.9
ANDRESA,379,75.2
FRUCTUOSA,379,74.2
NAJIMA,379,34.3
DOMINIQUE,378,45.2
GLADIS,378,42.7
IOSUNE,378,31.8
IULIIA,378,29.9
MARIA INOCENCIA,378,57.9
MARIA ELVA,377,55.1
MARIA EUSEBIA,377,59.1
NAIR,377,30.2
XIAOYAN,377,34.2
ANNIE,376,49.2
BUENAVENTURA,376,71
CLAUDIA MILENA,376,36.8
ENYA,375,11.5
JENIFFER,375,24.3
LUCIA PILAR,375,34.6
NATIVITAT,375,64.1
ROSA DOLORES,375,52.4
WAFA,375,24.5
ZAHIA,375,43.2
BEATRIZ CARMEN,374,38.6
CONRADA,374,71.7
DIANA ELIZABETH,374,29.3
HASNAA,374,29
CARMELINA,373,63.8
DENISSE,373,17
FORTUNATA,373,70.3
GETA,373,43.4
MADELEINE,373,35.2
ROSA INES,373,48.9
AMELIE,372,10.1
ARABIA,372,25.5
PATRIZIA,372,42.6
YULIANA,372,20.3
CRISTIANA,371,36.1
SANDA,371,42.4
ANA CLAUDIA,370,33.1
ANASTASIIA,370,21
ANNABEL,370,28
CARMEN ESTHER,370,47.2
MARTA LUISA,370,33.6
MIRYAN,370,29.8
OMAYRA,370,24.8
YENNY,370,37.2
ANDREEA MARIA,369,17.2
BEATA,369,40
BIANCA MARIA,369,15.6
DOAA,369,6.2
ESTIBALITZ,369,36.1
ITSASNE,369,17.4
MARIA PURA,369,65.7
CORONA,368,68.3
JAEL,368,22.5
JOANNE,368,41.3
YUSRA,368,12.2
AMAIUR,367,14
ANCUTA,367,31.7
JEANNETTE,367,37.8
KSENIA,367,24.9
MARIA BARBARA,367,50.9
MARIA ELBA,367,51.5
RALUCA,367,27.7
SILVESTRA,367,70.1
ANGELIKA,366,48.3
AFRICA MARIA,365,30.6
ANGELA CARMEN,365,38.1
ANTONIA DOLORES,365,57.5
ATTENERI,365,18.5
JOANE,365,10.4
KATALIN,365,26.7
MARIA LUZDIVINA,365,59.3
MARIA YURENA,365,31.9
CLAUDIA ALEJANDRA,364,34.4
DULCENOMBRE MARIA,364,41.2
DUNIA ESTHER,364,39.2
FELISA MARIA,364,54.2
LAMYAE,364,20.5
MARIA ISAURA,364,59.1
RIHAM,364,6.2
NATALY,363,18.7
ALODIA,362,41.8
ARCADIA,362,68.8
ELENA DANIELA,362,31.7
MONICA CARMEN,362,38.8
ROSA ANGELICA,362,42.9
SASKIA,362,24.2
YAEL,362,18.5
BLANDINA,361,70.5
DOLORES ISABEL,361,50.8
ISABEL TERESA,361,49.2
JONE MIREN,361,45.6
LILIANA PATRICIA,361,39.8
MIREN JAIONE,361,49.2
SALUSTIANA,361,70.9
ANNIA,360,18.6
CARMEN ANGELES,360,53
KHRYSTYNA,360,23.6
NOHEMI,360,34.4
OLESYA,360,33
PERLA,360,35.9
IRIS MARIA,359,25.2
SONIA ISABEL,359,38.6
AINHOA MARIA,358,16
CRISTIANE,358,36.9
CRUZ MARIA,358,47.1
DIANA MILENA,358,34.3
JANICE,358,42.7
MARIA AROA,358,32.9
MARIA ELOINA,357,59.9
VIDALINA,357,65.6
BLANCA ELENA,356,47.6
HASSANA,356,33.8
MARIA LUJAN,356,38.2
MARIA SABINA,356,53.6
YAMILETH,356,34.5
INDHIRA,355,5.5
LIDYA,354,26.6
MARIA MARINA,354,60.3
MARIA RUFINA,354,59.9
ANA LIDIA,353,37.6
DIANE,353,54.2
ALEXIA MARIA,352,11.8
BLANCA FLOR,352,54
CINDY,352,23
DIAMANTINA,352,65.1
GILLIAN,352,57.3
MARIA AZAHARA,352,27.3
MARIA MARCELINA,352,60.2
SILVIA BEATRIZ,352,45.9
MENNANA,351,50.2
OUASSIMA,351,24.8
VALVANERA,351,49
YANETH,351,37.4
ALINA ELENA,350,28.1
ANA ESPERANZA,350,39.7
GABRIELA ALEJANDRA,350,26.6
JUANI,350,48.7
MARIA NANCY,350,46.8
OLEGARIA,350,72.5
EUNATE,349,23.6
JELENA,349,38
MARTA CARMEN,349,33.9
DORLETA,348,34.1
LUISA ISABEL,348,49.8
MARTA TERESA,348,36.5
MATILDA,348,15.2
ADRIANA PATRICIA,347,37.7
CALIXTA,347,70.2
MARIA MISERICORDIA,347,58.3
MIREN GURUTZE,347,48.9
MIRTHA,347,47
RAFAELA MARIA,347,48.3
VERENA,347,40.7
CLEOFE,346,66.6
PETYA,346,33.8
DOAE,345,7
FREDESVINDA,345,71.4
HASSNA,345,27.1
ELPIDIA,344,71.9
FLORES,344,54.4
LUNA MARIA,344,15.8
TRINIDAD MARIA,344,49.2
ANA ANGELES,343,45.6
CARMEN MARINA,343,39.1
ESTHER GLORIA,343,47.4
OUAFAA,343,31.9
PAULA ISABEL,343,25.1
JASMINE,342,15.2
JOLANTA,342,43
MARIA EDUARDA,342,31.2
OLGA LIDIA,342,44.2
PATRICIA ELIZABETH,342,42
AYESHA,341,17
LIDUVINA,340,61.7
SUSANA ISABEL,340,41.2
ALICIA ISABEL,339,41
ANA VIRGINIA,339,38.7
AYMARA,339,14.2
FRANCISCA JOSEFA,339,56.4
MARIA ANTIGUA,339,54.8
PATRICIA ELENA,339,32.6
ANGELA PATRICIA,338,34
GUAYARMINA,338,32.8
IDA,338,53.7
LIUDMYLA,338,44.5
XANDRA,338,28.1
CHADIA,337,30.8
MARIA HILDA,337,58.8
ONINTZA,337,25.8
ANA YOLANDA,336,44.2
BERNADETTE,336,50
FRANCISCA TERESA,336,55.3
MARIA ELIDA,336,62.5
REINA,336,42.2
SARA CARMEN,336,27.7
ANNETTE,335,50
FIRDAOUS,335,8.2
HLIMA,335,41.8
LONGINA,335,71.9
MARIA MINERVA,335,44.9
MARINE,335,37.3
MARTHA LILIANA,335,42
PATRICIA ALEJANDRA,335,36.1
SABRIN,335,6.5
VIKTORIIA,335,28.1
MARIA CAMPO,334,49
MARIA ERMITAS,334,63.6
ALAA,333,5.4
LISBETH,333,27.8
ZULMA,333,38.1
INA,332,37.4
ALISA,331,18.7
BEATRIU,331,42.8
CARMEN AMELIA,331,49.3
CARMEN JOSEFA,331,59.8
JORGINA,331,40.2
KEYLA,331,10.8
MARIA AUGUSTA,331,50.4
MARIA DORINDA,331,66.7
MARIA ZORAIDA,331,43.5
MARJORIE,331,42.8
ATANASIA,330,73.6
BETTINA,330,42.5
ELENA VICTORIA,330,34.6
KATHARINA,330,41.8
MIREN MAITE,330,51.7
ROSA EMILIA,330,51.2
SANDRA CRISTINA,330,35.2
SOFIYA,330,24.5
CASTORA,329,72
LUBNA,329,22.4
MARIA ALFONSA,329,59.8
MARIA MAGNOLIA,329,45.1
MIREN AMAIA,329,48.8
OLGA BEATRIZ,329,44.9
ZHOUR,329,35
ZUZANA,329,33.7
ELENA PILAR,328,39.9
EVA PILAR,328,37.3
MACARIA,328,72.9
MARIA LUCINDA,328,58.5
NURIA ISABEL,328,37.8
ROSALIA MARIA,328,50.7
ROSEMARIE,328,58.9
YENNIFER,328,23.9
ELIXABET,327,31.3
FIORELLA,327,21.9
MARIA FERMINA,327,58.1
ARACELI MARIA,326,37.4
BERNABELA,326,64.9
LAURA VICTORIA,326,27.3
NATALI,326,20.6
TINGTING,326,21.6
UBALDINA,326,68.6
ANNA ISABEL,325,34.5
CRISTETA,325,73.8
DIANA ISABEL,325,29.3
FLORENCE,325,43.2
IOANA MARIA,325,26.3
JULIA CARMEN,325,48.6
PAULA CARMEN,325,22
RANYA,325,6.4
ANGELA ISABEL,324,39
BETSABE,324,32
ISABEL ROCIO,324,32.6
MARIA FELICIANA,324,55.3
ANDREA ISABEL,323,23
MARIA JIMENA,323,30.8
MERCEDES CARMEN,323,50.8
NATALIA ANDREA,323,27.2
REMIGIA,323,71
ALMUDENA MARIA,322,29.7
INMA,322,32.6
IRENE CARMEN,322,29.5
MARIA NELA,322,47.9
TEREZA,322,38.6
BIRGIT,321,52.9
ISABEL VICTORIA,321,45
MANUELA CARMEN,321,54.2
ROSA ANGELES,321,51.9
ROSSANA,321,37
SONJA,321,46.5
JOSEFA ANGELES,320,58.1
LAURA SOFIA,320,13.4
MARGARITA CARMEN,320,51.7
MEGAN,320,12.4
RUPERTA,320,72.8
SYLVIE,320,46.2
LAURA ESTHER,319,35.9
MARIA QUERALT,319,44.8
ZOYA,319,43.7
AMANDA MARIA,318,24.9
ILARGI,318,9.1
MARIA BENIGNA,318,61.6
MARIYANA,318,40.9
PATRICIA PILAR,318,34.7
VERONICA CARMEN,318,33.5
WISAL,318,7.1
YI,318,23.2
CARMEN LOURDES,317,45
EDUVIGES,317,70.8
MARIA AINHOA,317,33.5
MIKAELA,317,27.7
ROZALIA,317,47.8
ALIDA,316,48.1
EUKENE,316,22.6
RABIAA,316,40.7
ANA CATALINA,315,39.7
GLORIA ESPERANZA,315,47.5
HUERTAS,315,64.1
JOSEFA FRANCISCA,315,61.1
LUIZA,315,35.1
MARIA PAOLA,315,34.6
ROSA EVA,315,45
YESSENIA,315,15.7
DAIANA,314,13.3
MARIA VALVANERA,314,51.5
NUBIA,314,43
TAIS,314,24.4
TIFFANY,314,15.3
LEIA,313,8.8
MARISELA,313,39.9
NASSIMA,313,23.6
NAZARIA,313,70.2
NIKOLE,313,10.7
SERVANDA,313,69.4
VIVIANE,313,39.4
ANIANA,312,66.9
DELMIRA,312,68.2
GEORGIA,312,32.9
JUANA PILAR,312,57.7
MARIA CASILDA,312,59.8
MARIA PERPETUO SOCORRO,312,61.7
MARIA TATIANA,312,36.6
MARTHA ELENA,312,47.8
ADAMA,311,22.3
CELERINA,311,74.7
CLAUDIA ELENA,311,32.3
CORALIA,311,52
OUAFA,311,31.6
RAJA,311,27
ALOÑA,310,34
ELISABEL,310,35.6
JINGJING,310,23.4
KHADY,310,29.1
RAMONA MARIA,310,46.4
ALANA,309,14.8
ANA MARIA PILAR,309,58.4
ENEIDA,309,33.3
JANINE,309,38.2
ROSITSA,309,41.4
ANISA,308,25.2
MARIA CONSTANZA,308,42.4
PATRICIA ALEXANDRA,308,31
ROSE,308,42.5
ROXANA MARIA,308,24.4
SANDRA LORENA,308,34.8
ANXELA,307,19.4
MARIA GUILLERMINA,307,56.1
MATILDE MARIA,307,50.3
PLACERES,307,71
YVETTE,307,38.6
FAITH,306,29.5
GIULIANA,306,27.5
MARIA DAVINIA,306,31.5
MARIA DULCE NOMBRE,306,52.3
MONICA ELIZABETH,306,38.4
VALERIYA,306,26.8
CRISPINA,305,70.6
ELZBIETA,305,45.9
GAIA,305,11.3
MARIA CLEMENTINA,305,60.3
MARIA JOSEPA,305,58.3
MARTA SUSANA,305,50.3
AURITA,304,69.4
ELLEN,304,48
HAMIDA,304,35.8
LUCIE,304,30.6
EMILIYA,303,41.2
MARIA HUMILDAD,303,63.7
SIERRA,303,66.3
BINTOU,302,22.6
ELKE,302,54.9
GONZALA,302,72.6
LOUISE,302,42.3
MIRIAM CARMEN,302,29.6
MIROSLAVA,302,33.9
NOELA,302,20.3
ROCIO BELEN,302,26.6
ANA INMACULADA,301,38.5
CLAUDIA ISABEL,301,27.6
EXPECTACION,301,70.5
RUBIELA,301,52
EUTIMIA,300,75.3
EUTIQUIA,300,77.3
GEANINA,300,30.7
KEIRA,300,5.5
LIDON,300,38.3
MARIA MARCELA,300,47
MARIEL,300,23.6
MIREN JASONE,300,49.2
NOHAILA,300,8.7
ROSA AURORA,300,52.3
ZAHARA,300,22.1
ANGELA CRUZ,299,18
ELLA,299,23.2
IZIAR,299,18.1
GURUTZE,298,41
LUJAN,298,13.5
NIURKA,298,34.3
AINIZE,297,19.4
ALICIA ESTHER,297,47.4
CARMEN CONCEPCION,297,55.6
GEMA ISABEL,297,35.3
JESICA MARIA,297,28.4
SELINA,297,31.5
URSULA MARIA,297,40.4
XIAOMEI,297,39.8
ANA ELVIRA,296,45.4
ESTERA,296,29.4
FACUNDA,296,71.8
FRIDA,296,19.7
KATTALIN,296,10.8
LAURA DANIELA,296,21.1
MARIA ALICE,296,51.3
MERCEDES PILAR,296,51.8
MIREN GOTZONE,296,50.4
ROSA VICTORIA,296,49.6
VALME,296,38.3
DIANA ALEXANDRA,295,24
INDALECIA,295,71.2
KRASIMIRA,295,39.2
NOELIA CARMEN,295,30.1
SABRINE,295,11.8
CLARIBEL,294,41.3
DOROTA,294,39.3
IHSSAN,294,26.6
LORENA CARMEN,294,27.7
MARIA GUIA,294,47.3
SILVIA CARMEN,294,40.7
HODA,293,14.3
KAMILA,293,22.3
NIHAL,293,10.5
ROSITA,293,58.6
VICTORIA CARMEN,293,40
ALICIA BEATRIZ,292,47.7
ANA ELIZABETH,292,34.4
ANA PAOLA,292,27.3
ANZHELA,292,38.8
DONATA,292,68.5
DUMITRA,292,48.5
ISAMAR,292,19.9
MARAM,292,4.8
MARIA CORONADA,292,44.8
ODETTE,292,48.9
SOUKAYNA,292,17.5
ISABEL CLARA,291,45.2
JIHAN,291,11.9
JULIA ROSA,291,55.8
MARCELA ALEJANDRA,291,41.6
MARIA DORA,291,61.2
MARIA OLATZ,291,50.4
NADEJDA,291,41.7
TANJA,291,37.1
TIZIANA,291,30.7
ALEXA,290,10.6
ANA MATILDE,290,48.6
ANDREA ESTEFANIA,290,20.3
ANELIYA,290,38
ARGIÑE,290,30.6
CARMEN ELISA,290,46.9
CARMEN LIDIA,290,43.9
CASSANDRA,290,20.7
CONCHI,290,49.8
FATUMATA,290,13
GHIZLAN,290,20.6
IRIA MARIA,290,25.4
JANETTE,290,31.4
JOCELYN,290,33.9
MARIA CARMO,290,51
MARIA ZULEMA,290,46.7
OLGA PATRICIA,290,42.8
SOAD,290,37.1
SONIA CARMEN,290,39.5
SORAYA MARIA,290,31.3
ALBA MARINA,289,31.9
CARLOTTA,289,12.1
KATARINA,289,33.4
MARGARET ANN,289,67.4
MARIA DESIRE,289,30.7
ANA VERONICA,288,34.6
SUHAILA,288,7.4
WEI,288,34.8
ELIZABETH MARIA,287,34.1
NAYA,287,6.7
DRIFA,286,45.7
LIN,286,26.9
MARIA JUSTINA,286,58.7
TORIBIA,286,72.6
ELIZA,285,30.5
JIAYI,285,9.6
JULIETTE,285,18.7
MARIA BENEDICTA,285,60
NADIA MARIA,285,25.2
NEIVA,285,20.1
OHIANE,285,21.4
POLONIA,285,68.9
SILVIA ELENA,285,41.6
WARDA,285,17.1
ANA REYES,284,44.2
ARA,284,13.9
CORO,284,49.7
ERNESTA,284,63.5
HILDA MARIA,284,49.1
KATJA,284,37.4
LLUM,284,12.1
LYDIA MARIA,284,31.5
MONICA PILAR,284,39.5
SONIA ESTHER,284,40.3
ALBA CARMEN,283,15.8
ALBA LUZ,283,43.3
ISABEL ANA,283,50.4
MAGDALENA MARIA,283,41.7
VERONIQUE,283,45.3
CRISTINA BEATRIZ,282,37.1
MARIA SHEILA,282,32.6
MIREN IDOIA,282,48.7
ONELIA,282,62.4
RITA CARMEN,282,39.3
VERONICA ALEXANDRA,282,30
ARACELY,281,37.5
IVONE,281,38.5
LAURA ALEJANDRA,281,23.2
LUZ ANGELA,281,38.6
MARIA ERNESTINA,281,58.4
OIANE,281,27.7
ALAINE,280,15.9
ANA RUTH,280,37.7
BEATRIZ ISABEL,280,37.7
BINTA,280,24
MAYRA ALEXANDRA,280,26.8
REGINA MARIA,280,43.7
AITANA MARIA,279,11.3
ANA JOAQUINA,279,56.7
ANUTA,279,43.1
EVGENIYA,279,35.7
ISABEL ANTONIA,279,55.3
MARIA MODESTA,279,60.7
REMEDIO,279,64.2
DIANA CRISTINA,278,29.8
GERGANA,278,29.1
ISABEL ANGELES,278,50.9
RUMYANA,278,42.2
AMEL,277,27.5
GIORGIA,277,23.9
GLADYS MARIA,277,48
LENKA,277,33.5
MARCELIANA,277,74.1
MARIA EDELMIRA,277,60.4
MARIA ELDA,277,55.2
NICOLA,277,34.7
SARAH JANE,277,39.7
VERONICA ELIZABETH,277,33.1
DENIA,276,25.2
HUI,276,28.6
PATRICIA ANNE,276,66.9
ZAIDA MARIA,276,28.3
EIRA,275,9.5
ESTILITA,275,70.2
GLORIA PILAR,275,49.1
IZADI,275,6.2
MARIA JENNIFER,275,30.2
MARTINE,275,55.8
SOFIA ISABEL,275,22.6
TATJANA,275,42
VICTORIA ANGELES,275,44.9
DAGMAR,274,50.7
FANTA,274,22.1
GORANE,274,22.9
HRISTINA,274,34.8
JOSEFA MANUELA,274,63.6
MARIA ENEDINA,274,62.8
MARIA EUFEMIA,274,54
MONICA ANDREA,274,32.3
SONIA ELIZABETH,274,37
ZELTIA,274,19.2
FATIMA CARMEN,273,34.7
JUANA MANUELA,273,61.3
SILVIA ISABEL,273,39.8
ANA SOLEDAD,272,40.8
CARMEN MAR,272,33.7
MARIA ALBINA,272,61.8
MARIA CLEMENCIA,272,53.3
YESICA MARIA,272,29.7
YESIKA,272,31.3
DEISY,271,39.1
EMMA LOUISE,271,31.7
EREA,271,13.7
ERLINDA,271,55.1
ISABEL ROSARIO,271,48.1
MELODIE,271,23.3
NAJLAE,271,20.9
YAMILET,271,29.5
CHENOA,270,11.9
ELISABETTA,270,38.8
HONORIA,270,73.9
MARTA ROSA,270,47
MEI,270,22.9
MERCY,270,36
ROSA ANTONIA,270,54.8
SEVERA,270,70.4
CARMEN FRANCISCA,269,56.2
VITORIA,269,51.7
ZUNILDA,269,40.9
